r,l,f,y,Demand
RE1,S224,COMELC,2020,1.58
RE1,S224,COMELC,2021,1.58
RE1,S224,COMELC,2022,2.3306
RE1,S224,COMELC,2023,2.3971
RE1,S224,COMELC,2024,2.4637
RE1,S224,COMELC,2025,2.5302
RE1,S224,COMELC,2026,2.6022
RE1,S224,COMELC,2027,2.6741
RE1,S224,COMELC,2028,2.746
RE1,S224,COMELC,2029,2.8179
RE1,S224,COMELC,2030,2.8898
RE1,S224,COMELC,2031,2.972
RE1,S224,COMELC,2032,3.0542
RE1,S224,COMELC,2033,3.1364
RE1,S224,COMELC,2034,3.2186
RE1,S224,COMELC,2035,3.3008
RE1,S224,COMELC,2036,3.3669
RE1,S224,COMELC,2037,3.4331
RE1,S224,COMELC,2038,3.4993
RE1,S224,COMELC,2039,3.5655
RE1,S224,COMELC,2040,3.6316
RE1,S224,COMELC,2041,3.6964
RE1,S224,COMELC,2042,3.7612
RE1,S224,COMELC,2043,3.826
RE1,S224,COMELC,2044,3.8908
RE1,S224,COMELC,2045,3.9556
RE1,S224,COMELC,2046,4.0008
RE1,S224,COMELC,2047,4.0459
RE1,S224,COMELC,2048,4.091
RE1,S224,COMELC,2049,4.1361
RE1,S224,COMELC,2050,4.1812
RE1,S224,COMELC,2051,4.2279
RE1,S224,COMELC,2052,4.275
RE1,S224,COMELC,2053,4.3227
RE1,S224,COMELC,2054,4.3709
RE1,S224,COMELC,2055,4.4197
RE1,S224,COMELC,2056,4.469
RE1,S224,COMELC,2057,4.5189
RE1,S224,COMELC,2058,4.5693
RE1,S224,COMELC,2059,4.6202
RE1,S224,COMELC,2060,4.6718
RE1,S224,COMELC,2061,4.7239
RE1,S224,COMELC,2062,4.7766
RE1,S224,COMELC,2063,4.8299
RE1,S224,COMELC,2064,4.8837
RE1,S224,COMELC,2065,4.9382
RE1,S224,COMELC,2066,4.9933
RE1,S224,COMELC,2067,5.049
RE1,S224,COMELC,2068,5.1053
RE1,S224,COMELC,2069,5.1623
RE1,S224,COMELC,2070,5.2198
RE1,S301,INDELC,2015,4.0127
RE1,S301,INDELC,2016,4.0127
RE1,S301,INDELC,2017,4.0127
RE1,S301,INDELC,2018,4.0127
RE1,S301,INDELC,2019,4.0127
RE1,S301,INDELC,2020,4.0127
RE1,S301,INDELC,2021,4.0127
RE1,S301,INDELC,2022,4.5604
RE1,S301,INDELC,2023,4.6906
RE1,S301,INDELC,2024,4.8209
RE1,S301,INDELC,2025,4.9511
RE1,S301,INDELC,2026,5.0918
RE1,S301,INDELC,2027,5.2325
RE1,S301,INDELC,2028,5.3732
RE1,S301,INDELC,2029,5.514
RE1,S301,INDELC,2030,5.6547
RE1,S301,INDELC,2031,5.8155
RE1,S301,INDELC,2032,5.9763
RE1,S301,INDELC,2033,6.1372
RE1,S301,INDELC,2034,6.298
RE1,S301,INDELC,2035,6.4589
RE1,S301,INDELC,2036,6.5883
RE1,S301,INDELC,2037,6.7178
RE1,S301,INDELC,2038,6.8473
RE1,S301,INDELC,2039,6.9768
RE1,S301,INDELC,2040,7.1063
RE1,S301,INDELC,2041,7.2331
RE1,S301,INDELC,2042,7.3599
RE1,S301,INDELC,2043,7.4867
RE1,S301,INDELC,2044,7.6135
RE1,S301,INDELC,2045,7.7403
RE1,S301,INDELC,2046,7.8286
RE1,S301,INDELC,2047,7.9168
RE1,S301,INDELC,2048,8.0051
RE1,S301,INDELC,2049,8.0934
RE1,S301,INDELC,2050,8.1817
RE1,S301,INDELC,2051,8.273
RE1,S301,INDELC,2052,8.3653
RE1,S301,INDELC,2053,8.4586
RE1,S301,INDELC,2054,8.5529
RE1,S301,INDELC,2055,8.6483
RE1,S301,INDELC,2056,8.7448
RE1,S301,INDELC,2057,8.8424
RE1,S301,INDELC,2058,8.941
RE1,S301,INDELC,2059,9.0407
RE1,S301,INDELC,2060,9.1416
RE1,S301,INDELC,2061,9.2435
RE1,S301,INDELC,2062,9.3467
RE1,S301,INDELC,2063,9.4509
RE1,S301,INDELC,2064,9.5563
RE1,S301,INDELC,2065,9.6629
RE1,S301,INDELC,2066,9.7707
RE1,S301,INDELC,2067,9.8797
RE1,S301,INDELC,2068,9.9899
RE1,S301,INDELC,2069,10.1014
RE1,S301,INDELC,2070,10.214
RE1,S301,RESELC,2015,1.5472
RE1,S301,RESELC,2016,1.5472
RE1,S301,RESELC,2017,1.5472
RE1,S301,RESELC,2018,1.5472
RE1,S301,RESELC,2019,1.5472
RE1,S301,RESELC,2020,1.5472
RE1,S301,RESELC,2021,1.5472
RE1,S301,RESELC,2022,2.2766
RE1,S301,RESELC,2023,2.3416
RE1,S301,RESELC,2024,2.4066
RE1,S301,RESELC,2025,2.4716
RE1,S301,RESELC,2026,2.5418
RE1,S301,RESELC,2027,2.6121
RE1,S301,RESELC,2028,2.6823
RE1,S301,RESELC,2029,2.7526
RE1,S301,RESELC,2030,2.8228
RE1,S301,RESELC,2031,2.9031
RE1,S301,RESELC,2032,2.9834
RE1,S301,RESELC,2033,3.0637
RE1,S301,RESELC,2034,3.144
RE1,S301,RESELC,2035,3.2243
RE1,S301,RESELC,2036,3.2889
RE1,S301,RESELC,2037,3.3536
RE1,S301,RESELC,2038,3.4182
RE1,S301,RESELC,2039,3.4828
RE1,S301,RESELC,2040,3.5475
RE1,S301,RESELC,2041,3.6108
RE1,S301,RESELC,2042,3.6741
RE1,S301,RESELC,2043,3.7374
RE1,S301,RESELC,2044,3.8007
RE1,S301,RESELC,2045,3.864
RE1,S301,RESELC,2046,3.908
RE1,S301,RESELC,2047,3.9521
RE1,S301,RESELC,2048,3.9962
RE1,S301,RESELC,2049,4.0403
RE1,S301,RESELC,2050,4.0843
RE1,S301,RESELC,2051,4.1299
RE1,S301,RESELC,2052,4.176
RE1,S301,RESELC,2053,4.2225
RE1,S301,RESELC,2054,4.2696
RE1,S301,RESELC,2055,4.3173
RE1,S301,RESELC,2056,4.3654
RE1,S301,RESELC,2057,4.4141
RE1,S301,RESELC,2058,4.4634
RE1,S301,RESELC,2059,4.5132
RE1,S301,RESELC,2060,4.5635
RE1,S301,RESELC,2061,4.6144
RE1,S301,RESELC,2062,4.6659
RE1,S301,RESELC,2063,4.7179
RE1,S301,RESELC,2064,4.7705
RE1,S301,RESELC,2065,4.8238
RE1,S301,RESELC,2066,4.8776
RE1,S301,RESELC,2067,4.932
RE1,S301,RESELC,2068,4.987
RE1,S301,RESELC,2069,5.0426
RE1,S301,RESELC,2070,5.0989
RE1,S301,COMELC,2015,1.5952
RE1,S301,COMELC,2016,1.5952
RE1,S301,COMELC,2017,1.5952
RE1,S301,COMELC,2018,1.5952
RE1,S301,COMELC,2019,1.5952
RE1,S301,COMELC,2020,1.5952
RE1,S301,COMELC,2021,1.5952
RE1,S301,COMELC,2022,2.3529
RE1,S301,COMELC,2023,2.4201
RE1,S301,COMELC,2024,2.4873
RE1,S301,COMELC,2025,2.5545
RE1,S301,COMELC,2026,2.6271
RE1,S301,COMELC,2027,2.6997
RE1,S301,COMELC,2028,2.7723
RE1,S301,COMELC,2029,2.8449
RE1,S301,COMELC,2030,2.9175
RE1,S301,COMELC,2031,3.0005
RE1,S301,COMELC,2032,3.0835
RE1,S301,COMELC,2033,3.1665
RE1,S301,COMELC,2034,3.2495
RE1,S301,COMELC,2035,3.3324
RE1,S301,COMELC,2036,3.3992
RE1,S301,COMELC,2037,3.4661
RE1,S301,COMELC,2038,3.5329
RE1,S301,COMELC,2039,3.5997
RE1,S301,COMELC,2040,3.6665
RE1,S301,COMELC,2041,3.7319
RE1,S301,COMELC,2042,3.7973
RE1,S301,COMELC,2043,3.8627
RE1,S301,COMELC,2044,3.9282
RE1,S301,COMELC,2045,3.9936
RE1,S301,COMELC,2046,4.0391
RE1,S301,COMELC,2047,4.0847
RE1,S301,COMELC,2048,4.1302
RE1,S301,COMELC,2049,4.1758
RE1,S301,COMELC,2050,4.2213
RE1,S301,COMELC,2051,4.2684
RE1,S301,COMELC,2052,4.316
RE1,S301,COMELC,2053,4.3642
RE1,S301,COMELC,2054,4.4129
RE1,S301,COMELC,2055,4.4621
RE1,S301,COMELC,2056,4.5119
RE1,S301,COMELC,2057,4.5622
RE1,S301,COMELC,2058,4.6131
RE1,S301,COMELC,2059,4.6646
RE1,S301,COMELC,2060,4.7166
RE1,S301,COMELC,2061,4.7692
RE1,S301,COMELC,2062,4.8224
RE1,S301,COMELC,2063,4.8762
RE1,S301,COMELC,2064,4.9306
RE1,S301,COMELC,2065,4.9856
RE1,S301,COMELC,2066,5.0412
RE1,S301,COMELC,2067,5.0974
RE1,S301,COMELC,2068,5.1543
RE1,S301,COMELC,2069,5.2118
RE1,S301,COMELC,2070,5.2699
RE1,S302,INDELC,2015,4.0127
RE1,S302,INDELC,2016,4.0127
RE1,S302,INDELC,2017,4.0127
RE1,S302,INDELC,2018,4.0127
RE1,S302,INDELC,2019,4.0127
RE1,S302,INDELC,2020,4.0127
RE1,S302,INDELC,2021,4.0127
RE1,S302,INDELC,2022,4.5604
RE1,S302,INDELC,2023,4.6906
RE1,S302,INDELC,2024,4.8209
RE1,S302,INDELC,2025,4.9511
RE1,S302,INDELC,2026,5.0918
RE1,S302,INDELC,2027,5.2325
RE1,S302,INDELC,2028,5.3732
RE1,S302,INDELC,2029,5.514
RE1,S302,INDELC,2030,5.6547
RE1,S302,INDELC,2031,5.8155
RE1,S302,INDELC,2032,5.9763
RE1,S302,INDELC,2033,6.1372
RE1,S302,INDELC,2034,6.298
RE1,S302,INDELC,2035,6.4589
RE1,S302,INDELC,2036,6.5883
RE1,S302,INDELC,2037,6.7178
RE1,S302,INDELC,2038,6.8473
RE1,S302,INDELC,2039,6.9768
RE1,S302,INDELC,2040,7.1063
RE1,S302,INDELC,2041,7.2331
RE1,S302,INDELC,2042,7.3599
RE1,S302,INDELC,2043,7.4867
RE1,S302,INDELC,2044,7.6135
RE1,S302,INDELC,2045,7.7403
RE1,S302,INDELC,2046,7.8286
RE1,S302,INDELC,2047,7.9168
RE1,S302,INDELC,2048,8.0051
RE1,S302,INDELC,2049,8.0934
RE1,S302,INDELC,2050,8.1817
RE1,S302,INDELC,2051,8.273
RE1,S302,INDELC,2052,8.3653
RE1,S302,INDELC,2053,8.4586
RE1,S302,INDELC,2054,8.5529
RE1,S302,INDELC,2055,8.6483
RE1,S302,INDELC,2056,8.7448
RE1,S302,INDELC,2057,8.8424
RE1,S302,INDELC,2058,8.941
RE1,S302,INDELC,2059,9.0407
RE1,S302,INDELC,2060,9.1416
RE1,S302,INDELC,2061,9.2435
RE1,S302,INDELC,2062,9.3467
RE1,S302,INDELC,2063,9.4509
RE1,S302,INDELC,2064,9.5563
RE1,S302,INDELC,2065,9.6629
RE1,S302,INDELC,2066,9.7707
RE1,S302,INDELC,2067,9.8797
RE1,S302,INDELC,2068,9.9899
RE1,S302,INDELC,2069,10.1014
RE1,S302,INDELC,2070,10.214
RE1,S302,RESELC,2015,1.5472
RE1,S302,RESELC,2016,1.5472
RE1,S302,RESELC,2017,1.5472
RE1,S302,RESELC,2018,1.5472
RE1,S302,RESELC,2019,1.5472
RE1,S302,RESELC,2020,1.5472
RE1,S302,RESELC,2021,1.5472
RE1,S302,RESELC,2022,2.2766
RE1,S302,RESELC,2023,2.3416
RE1,S302,RESELC,2024,2.4066
RE1,S302,RESELC,2025,2.4716
RE1,S302,RESELC,2026,2.5418
RE1,S302,RESELC,2027,2.6121
RE1,S302,RESELC,2028,2.6823
RE1,S302,RESELC,2029,2.7526
RE1,S302,RESELC,2030,2.8228
RE1,S302,RESELC,2031,2.9031
RE1,S302,RESELC,2032,2.9834
RE1,S302,RESELC,2033,3.0637
RE1,S302,RESELC,2034,3.144
RE1,S302,RESELC,2035,3.2243
RE1,S302,RESELC,2036,3.2889
RE1,S302,RESELC,2037,3.3536
RE1,S302,RESELC,2038,3.4182
RE1,S302,RESELC,2039,3.4828
RE1,S302,RESELC,2040,3.5475
RE1,S302,RESELC,2041,3.6108
RE1,S302,RESELC,2042,3.6741
RE1,S302,RESELC,2043,3.7374
RE1,S302,RESELC,2044,3.8007
RE1,S302,RESELC,2045,3.864
RE1,S302,RESELC,2046,3.908
RE1,S302,RESELC,2047,3.9521
RE1,S302,RESELC,2048,3.9962
RE1,S302,RESELC,2049,4.0403
RE1,S302,RESELC,2050,4.0843
RE1,S302,RESELC,2051,4.1299
RE1,S302,RESELC,2052,4.176
RE1,S302,RESELC,2053,4.2225
RE1,S302,RESELC,2054,4.2696
RE1,S302,RESELC,2055,4.3173
RE1,S302,RESELC,2056,4.3654
RE1,S302,RESELC,2057,4.4141
RE1,S302,RESELC,2058,4.4634
RE1,S302,RESELC,2059,4.5132
RE1,S302,RESELC,2060,4.5635
RE1,S302,RESELC,2061,4.6144
RE1,S302,RESELC,2062,4.6659
RE1,S302,RESELC,2063,4.7179
RE1,S302,RESELC,2064,4.7705
RE1,S302,RESELC,2065,4.8238
RE1,S302,RESELC,2066,4.8776
RE1,S302,RESELC,2067,4.932
RE1,S302,RESELC,2068,4.987
RE1,S302,RESELC,2069,5.0426
RE1,S302,RESELC,2070,5.0989
RE1,S302,COMELC,2015,1.5952
RE1,S302,COMELC,2016,1.5952
RE1,S302,COMELC,2017,1.5952
RE1,S302,COMELC,2018,1.5952
RE1,S302,COMELC,2019,1.5952
RE1,S302,COMELC,2020,1.5952
RE1,S302,COMELC,2021,1.5952
RE1,S302,COMELC,2022,2.3529
RE1,S302,COMELC,2023,2.4201
RE1,S302,COMELC,2024,2.4873
RE1,S302,COMELC,2025,2.5545
RE1,S302,COMELC,2026,2.6271
RE1,S302,COMELC,2027,2.6997
RE1,S302,COMELC,2028,2.7723
RE1,S302,COMELC,2029,2.8449
RE1,S302,COMELC,2030,2.9175
RE1,S302,COMELC,2031,3.0005
RE1,S302,COMELC,2032,3.0835
RE1,S302,COMELC,2033,3.1665
RE1,S302,COMELC,2034,3.2495
RE1,S302,COMELC,2035,3.3324
RE1,S302,COMELC,2036,3.3992
RE1,S302,COMELC,2037,3.4661
RE1,S302,COMELC,2038,3.5329
RE1,S302,COMELC,2039,3.5997
RE1,S302,COMELC,2040,3.6665
RE1,S302,COMELC,2041,3.7319
RE1,S302,COMELC,2042,3.7973
RE1,S302,COMELC,2043,3.8627
RE1,S302,COMELC,2044,3.9282
RE1,S302,COMELC,2045,3.9936
RE1,S302,COMELC,2046,4.0391
RE1,S302,COMELC,2047,4.0847
RE1,S302,COMELC,2048,4.1302
RE1,S302,COMELC,2049,4.1758
RE1,S302,COMELC,2050,4.2213
RE1,S302,COMELC,2051,4.2684
RE1,S302,COMELC,2052,4.316
RE1,S302,COMELC,2053,4.3642
RE1,S302,COMELC,2054,4.4129
RE1,S302,COMELC,2055,4.4621
RE1,S302,COMELC,2056,4.5119
RE1,S302,COMELC,2057,4.5622
RE1,S302,COMELC,2058,4.6131
RE1,S302,COMELC,2059,4.6646
RE1,S302,COMELC,2060,4.7166
RE1,S302,COMELC,2061,4.7692
RE1,S302,COMELC,2062,4.8224
RE1,S302,COMELC,2063,4.8762
RE1,S302,COMELC,2064,4.9306
RE1,S302,COMELC,2065,4.9856
RE1,S302,COMELC,2066,5.0412
RE1,S302,COMELC,2067,5.0974
RE1,S302,COMELC,2068,5.1543
RE1,S302,COMELC,2069,5.2118
RE1,S302,COMELC,2070,5.2699
RE1,S303,INDELC,2015,4.0127
RE1,S303,INDELC,2016,4.0127
RE1,S303,INDELC,2017,4.0127
RE1,S303,INDELC,2018,4.0127
RE1,S303,INDELC,2019,4.0127
RE1,S303,INDELC,2020,4.0127
RE1,S303,INDELC,2021,4.0127
RE1,S303,INDELC,2022,4.5604
RE1,S303,INDELC,2023,4.6906
RE1,S303,INDELC,2024,4.8209
RE1,S303,INDELC,2025,4.9511
RE1,S303,INDELC,2026,5.0918
RE1,S303,INDELC,2027,5.2325
RE1,S303,INDELC,2028,5.3732
RE1,S303,INDELC,2029,5.514
RE1,S303,INDELC,2030,5.6547
RE1,S303,INDELC,2031,5.8155
RE1,S303,INDELC,2032,5.9763
RE1,S303,INDELC,2033,6.1372
RE1,S303,INDELC,2034,6.298
RE1,S303,INDELC,2035,6.4589
RE1,S303,INDELC,2036,6.5883
RE1,S303,INDELC,2037,6.7178
RE1,S303,INDELC,2038,6.8473
RE1,S303,INDELC,2039,6.9768
RE1,S303,INDELC,2040,7.1063
RE1,S303,INDELC,2041,7.2331
RE1,S303,INDELC,2042,7.3599
RE1,S303,INDELC,2043,7.4867
RE1,S303,INDELC,2044,7.6135
RE1,S303,INDELC,2045,7.7403
RE1,S303,INDELC,2046,7.8286
RE1,S303,INDELC,2047,7.9168
RE1,S303,INDELC,2048,8.0051
RE1,S303,INDELC,2049,8.0934
RE1,S303,INDELC,2050,8.1817
RE1,S303,INDELC,2051,8.273
RE1,S303,INDELC,2052,8.3653
RE1,S303,INDELC,2053,8.4586
RE1,S303,INDELC,2054,8.5529
RE1,S303,INDELC,2055,8.6483
RE1,S303,INDELC,2056,8.7448
RE1,S303,INDELC,2057,8.8424
RE1,S303,INDELC,2058,8.941
RE1,S303,INDELC,2059,9.0407
RE1,S303,INDELC,2060,9.1416
RE1,S303,INDELC,2061,9.2435
RE1,S303,INDELC,2062,9.3467
RE1,S303,INDELC,2063,9.4509
RE1,S303,INDELC,2064,9.5563
RE1,S303,INDELC,2065,9.6629
RE1,S303,INDELC,2066,9.7707
RE1,S303,INDELC,2067,9.8797
RE1,S303,INDELC,2068,9.9899
RE1,S303,INDELC,2069,10.1014
RE1,S303,INDELC,2070,10.214
RE1,S303,RESELC,2015,1.5472
RE1,S303,RESELC,2016,1.5472
RE1,S303,RESELC,2017,1.5472
RE1,S303,RESELC,2018,1.5472
RE1,S303,RESELC,2019,1.5472
RE1,S303,RESELC,2020,1.5472
RE1,S303,RESELC,2021,1.5472
RE1,S303,RESELC,2022,2.2766
RE1,S303,RESELC,2023,2.3416
RE1,S303,RESELC,2024,2.4066
RE1,S303,RESELC,2025,2.4716
RE1,S303,RESELC,2026,2.5418
RE1,S303,RESELC,2027,2.6121
RE1,S303,RESELC,2028,2.6823
RE1,S303,RESELC,2029,2.7526
RE1,S303,RESELC,2030,2.8228
RE1,S303,RESELC,2031,2.9031
RE1,S303,RESELC,2032,2.9834
RE1,S303,RESELC,2033,3.0637
RE1,S303,RESELC,2034,3.144
RE1,S303,RESELC,2035,3.2243
RE1,S303,RESELC,2036,3.2889
RE1,S303,RESELC,2037,3.3536
RE1,S303,RESELC,2038,3.4182
RE1,S303,RESELC,2039,3.4828
RE1,S303,RESELC,2040,3.5475
RE1,S303,RESELC,2041,3.6108
RE1,S303,RESELC,2042,3.6741
RE1,S303,RESELC,2043,3.7374
RE1,S303,RESELC,2044,3.8007
RE1,S303,RESELC,2045,3.864
RE1,S303,RESELC,2046,3.908
RE1,S303,RESELC,2047,3.9521
RE1,S303,RESELC,2048,3.9962
RE1,S303,RESELC,2049,4.0403
RE1,S303,RESELC,2050,4.0843
RE1,S303,RESELC,2051,4.1299
RE1,S303,RESELC,2052,4.176
RE1,S303,RESELC,2053,4.2225
RE1,S303,RESELC,2054,4.2696
RE1,S303,RESELC,2055,4.3173
RE1,S303,RESELC,2056,4.3654
RE1,S303,RESELC,2057,4.4141
RE1,S303,RESELC,2058,4.4634
RE1,S303,RESELC,2059,4.5132
RE1,S303,RESELC,2060,4.5635
RE1,S303,RESELC,2061,4.6144
RE1,S303,RESELC,2062,4.6659
RE1,S303,RESELC,2063,4.7179
RE1,S303,RESELC,2064,4.7705
RE1,S303,RESELC,2065,4.8238
RE1,S303,RESELC,2066,4.8776
RE1,S303,RESELC,2067,4.932
RE1,S303,RESELC,2068,4.987
RE1,S303,RESELC,2069,5.0426
RE1,S303,RESELC,2070,5.0989
RE1,S303,COMELC,2015,1.5952
RE1,S303,COMELC,2016,1.5952
RE1,S303,COMELC,2017,1.5952
RE1,S303,COMELC,2018,1.5952
RE1,S303,COMELC,2019,1.5952
RE1,S303,COMELC,2020,1.5952
RE1,S303,COMELC,2021,1.5952
RE1,S303,COMELC,2022,2.3529
RE1,S303,COMELC,2023,2.4201
RE1,S303,COMELC,2024,2.4873
RE1,S303,COMELC,2025,2.5545
RE1,S303,COMELC,2026,2.6271
RE1,S303,COMELC,2027,2.6997
RE1,S303,COMELC,2028,2.7723
RE1,S303,COMELC,2029,2.8449
RE1,S303,COMELC,2030,2.9175
RE1,S303,COMELC,2031,3.0005
RE1,S303,COMELC,2032,3.0835
RE1,S303,COMELC,2033,3.1665
RE1,S303,COMELC,2034,3.2495
RE1,S303,COMELC,2035,3.3324
RE1,S303,COMELC,2036,3.3992
RE1,S303,COMELC,2037,3.4661
RE1,S303,COMELC,2038,3.5329
RE1,S303,COMELC,2039,3.5997
RE1,S303,COMELC,2040,3.6665
RE1,S303,COMELC,2041,3.7319
RE1,S303,COMELC,2042,3.7973
RE1,S303,COMELC,2043,3.8627
RE1,S303,COMELC,2044,3.9282
RE1,S303,COMELC,2045,3.9936
RE1,S303,COMELC,2046,4.0391
RE1,S303,COMELC,2047,4.0847
RE1,S303,COMELC,2048,4.1302
RE1,S303,COMELC,2049,4.1758
RE1,S303,COMELC,2050,4.2213
RE1,S303,COMELC,2051,4.2684
RE1,S303,COMELC,2052,4.316
RE1,S303,COMELC,2053,4.3642
RE1,S303,COMELC,2054,4.4129
RE1,S303,COMELC,2055,4.4621
RE1,S303,COMELC,2056,4.5119
RE1,S303,COMELC,2057,4.5622
RE1,S303,COMELC,2058,4.6131
RE1,S303,COMELC,2059,4.6646
RE1,S303,COMELC,2060,4.7166
RE1,S303,COMELC,2061,4.7692
RE1,S303,COMELC,2062,4.8224
RE1,S303,COMELC,2063,4.8762
RE1,S303,COMELC,2064,4.9306
RE1,S303,COMELC,2065,4.9856
RE1,S303,COMELC,2066,5.0412
RE1,S303,COMELC,2067,5.0974
RE1,S303,COMELC,2068,5.1543
RE1,S303,COMELC,2069,5.2118
RE1,S303,COMELC,2070,5.2699
RE1,S304,INDELC,2015,4.0127
RE1,S304,INDELC,2016,4.0127
RE1,S304,INDELC,2017,4.0127
RE1,S304,INDELC,2018,4.0127
RE1,S304,INDELC,2019,4.0127
RE1,S304,INDELC,2020,4.0127
RE1,S304,INDELC,2021,4.0127
RE1,S304,INDELC,2022,4.5604
RE1,S304,INDELC,2023,4.6906
RE1,S304,INDELC,2024,4.8209
RE1,S304,INDELC,2025,4.9511
RE1,S304,INDELC,2026,5.0918
RE1,S304,INDELC,2027,5.2325
RE1,S304,INDELC,2028,5.3732
RE1,S304,INDELC,2029,5.514
RE1,S304,INDELC,2030,5.6547
RE1,S304,INDELC,2031,5.8155
RE1,S304,INDELC,2032,5.9763
RE1,S304,INDELC,2033,6.1372
RE1,S304,INDELC,2034,6.298
RE1,S304,INDELC,2035,6.4589
RE1,S304,INDELC,2036,6.5883
RE1,S304,INDELC,2037,6.7178
RE1,S304,INDELC,2038,6.8473
RE1,S304,INDELC,2039,6.9768
RE1,S304,INDELC,2040,7.1063
RE1,S304,INDELC,2041,7.2331
RE1,S304,INDELC,2042,7.3599
RE1,S304,INDELC,2043,7.4867
RE1,S304,INDELC,2044,7.6135
RE1,S304,INDELC,2045,7.7403
RE1,S304,INDELC,2046,7.8286
RE1,S304,INDELC,2047,7.9168
RE1,S304,INDELC,2048,8.0051
RE1,S304,INDELC,2049,8.0934
RE1,S304,INDELC,2050,8.1817
RE1,S304,INDELC,2051,8.273
RE1,S304,INDELC,2052,8.3653
RE1,S304,INDELC,2053,8.4586
RE1,S304,INDELC,2054,8.5529
RE1,S304,INDELC,2055,8.6483
RE1,S304,INDELC,2056,8.7448
RE1,S304,INDELC,2057,8.8424
RE1,S304,INDELC,2058,8.941
RE1,S304,INDELC,2059,9.0407
RE1,S304,INDELC,2060,9.1416
RE1,S304,INDELC,2061,9.2435
RE1,S304,INDELC,2062,9.3467
RE1,S304,INDELC,2063,9.4509
RE1,S304,INDELC,2064,9.5563
RE1,S304,INDELC,2065,9.6629
RE1,S304,INDELC,2066,9.7707
RE1,S304,INDELC,2067,9.8797
RE1,S304,INDELC,2068,9.9899
RE1,S304,INDELC,2069,10.1014
RE1,S304,INDELC,2070,10.214
RE1,S304,RESELC,2015,1.5472
RE1,S304,RESELC,2016,1.5472
RE1,S304,RESELC,2017,1.5472
RE1,S304,RESELC,2018,1.5472
RE1,S304,RESELC,2019,1.5472
RE1,S304,RESELC,2020,1.5472
RE1,S304,RESELC,2021,1.5472
RE1,S304,RESELC,2022,2.2766
RE1,S304,RESELC,2023,2.3416
RE1,S304,RESELC,2024,2.4066
RE1,S304,RESELC,2025,2.4716
RE1,S304,RESELC,2026,2.5418
RE1,S304,RESELC,2027,2.6121
RE1,S304,RESELC,2028,2.6823
RE1,S304,RESELC,2029,2.7526
RE1,S304,RESELC,2030,2.8228
RE1,S304,RESELC,2031,2.9031
RE1,S304,RESELC,2032,2.9834
RE1,S304,RESELC,2033,3.0637
RE1,S304,RESELC,2034,3.144
RE1,S304,RESELC,2035,3.2243
RE1,S304,RESELC,2036,3.2889
RE1,S304,RESELC,2037,3.3536
RE1,S304,RESELC,2038,3.4182
RE1,S304,RESELC,2039,3.4828
RE1,S304,RESELC,2040,3.5475
RE1,S304,RESELC,2041,3.6108
RE1,S304,RESELC,2042,3.6741
RE1,S304,RESELC,2043,3.7374
RE1,S304,RESELC,2044,3.8007
RE1,S304,RESELC,2045,3.864
RE1,S304,RESELC,2046,3.908
RE1,S304,RESELC,2047,3.9521
RE1,S304,RESELC,2048,3.9962
RE1,S304,RESELC,2049,4.0403
RE1,S304,RESELC,2050,4.0843
RE1,S304,RESELC,2051,4.1299
RE1,S304,RESELC,2052,4.176
RE1,S304,RESELC,2053,4.2225
RE1,S304,RESELC,2054,4.2696
RE1,S304,RESELC,2055,4.3173
RE1,S304,RESELC,2056,4.3654
RE1,S304,RESELC,2057,4.4141
RE1,S304,RESELC,2058,4.4634
RE1,S304,RESELC,2059,4.5132
RE1,S304,RESELC,2060,4.5635
RE1,S304,RESELC,2061,4.6144
RE1,S304,RESELC,2062,4.6659
RE1,S304,RESELC,2063,4.7179
RE1,S304,RESELC,2064,4.7705
RE1,S304,RESELC,2065,4.8238
RE1,S304,RESELC,2066,4.8776
RE1,S304,RESELC,2067,4.932
RE1,S304,RESELC,2068,4.987
RE1,S304,RESELC,2069,5.0426
RE1,S304,RESELC,2070,5.0989
RE1,S304,COMELC,2015,1.5952
RE1,S304,COMELC,2016,1.5952
RE1,S304,COMELC,2017,1.5952
RE1,S304,COMELC,2018,1.5952
RE1,S304,COMELC,2019,1.5952
RE1,S304,COMELC,2020,1.5952
RE1,S304,COMELC,2021,1.5952
RE1,S304,COMELC,2022,2.3529
RE1,S304,COMELC,2023,2.4201
RE1,S304,COMELC,2024,2.4873
RE1,S304,COMELC,2025,2.5545
RE1,S304,COMELC,2026,2.6271
RE1,S304,COMELC,2027,2.6997
RE1,S304,COMELC,2028,2.7723
RE1,S304,COMELC,2029,2.8449
RE1,S304,COMELC,2030,2.9175
RE1,S304,COMELC,2031,3.0005
RE1,S304,COMELC,2032,3.0835
RE1,S304,COMELC,2033,3.1665
RE1,S304,COMELC,2034,3.2495
RE1,S304,COMELC,2035,3.3324
RE1,S304,COMELC,2036,3.3992
RE1,S304,COMELC,2037,3.4661
RE1,S304,COMELC,2038,3.5329
RE1,S304,COMELC,2039,3.5997
RE1,S304,COMELC,2040,3.6665
RE1,S304,COMELC,2041,3.7319
RE1,S304,COMELC,2042,3.7973
RE1,S304,COMELC,2043,3.8627
RE1,S304,COMELC,2044,3.9282
RE1,S304,COMELC,2045,3.9936
RE1,S304,COMELC,2046,4.0391
RE1,S304,COMELC,2047,4.0847
RE1,S304,COMELC,2048,4.1302
RE1,S304,COMELC,2049,4.1758
