r,l,t,f,y,ProductionByTechnology
RE1,S316,DEMTRACARGSL,TRACAR,2020,6.3687
RE1,S316,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S316,DEMINDELC,INDELC,2020,4.6185
RE1,S316,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S316,DEMRESELC,RESELC,2020,2.3056
RE1,S316,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S316,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S316,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S316,DEMCOMELC,COMELC,2020,2.3829
RE1,S316,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S316,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S317,MINBIO,BIO,2020,12.1929
RE1,S317,MINCOA,COA,2020,30.5799
RE1,S317,IMPLFO,LFO,2020,65.587
RE1,S317,MINSOL,SOL,2020,0.3307
RE1,S317,MINWND,WND,2020,0.1015
RE1,S317,MINHYD,HYD,2020,0.539
RE1,S317,PWRBIO001,ELC001,2020,0.9729
RE1,S317,PWRCOA001,ELC001,2020,6.7606
RE1,S317,PWRSOL001,ELC001,2020,0.3303
RE1,S317,PWRCSP002,ELC001,2020,0.0005
RE1,S317,PWRHYD001,ELC001,2020,0.518
RE1,S317,PWRHYD002,ELC001,2020,0.0211
RE1,S317,PWRWND001,ELC001,2020,0.1015
RE1,S317,PWRTRNIMP,ELC001,2020,1.3069
RE1,S317,PWRTRN,ELC002,2020,9.3759
RE1,S317,PWRDIST,ELC003,2020,9.3759
RE1,S317,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S317,DEMTRACARGSL,TRACAR,2020,6.3687
RE1,S317,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S317,DEMINDELC,INDELC,2020,4.6185
RE1,S317,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S317,DEMRESELC,RESELC,2020,2.3056
RE1,S317,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S317,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S317,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S317,DEMCOMELC,COMELC,2020,2.3829
RE1,S317,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S317,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S318,MINBIO,BIO,2020,12.1929
RE1,S318,MINCOA,COA,2020,30.5799
RE1,S318,IMPLFO,LFO,2020,65.587
RE1,S318,MINSOL,SOL,2020,0.3307
RE1,S318,MINWND,WND,2020,0.1015
RE1,S318,MINHYD,HYD,2020,0.539
RE1,S318,PWRBIO001,ELC001,2020,0.9729
RE1,S318,PWRCOA001,ELC001,2020,6.7606
RE1,S318,PWRSOL001,ELC001,2020,0.3303
RE1,S318,PWRCSP002,ELC001,2020,0.0005
RE1,S318,PWRHYD001,ELC001,2020,0.518
RE1,S318,PWRHYD002,ELC001,2020,0.0211
RE1,S318,PWRWND001,ELC001,2020,0.1015
RE1,S318,PWRTRNIMP,ELC001,2020,1.3069
RE1,S318,PWRTRN,ELC002,2020,9.3759
RE1,S318,PWRDIST,ELC003,2020,9.3759
RE1,S318,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S318,DEMTRACARGSL,TRACAR,2020,6.3687
RE1,S318,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S318,DEMINDELC,INDELC,2020,4.6185
RE1,S318,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S318,DEMRESELC,RESELC,2020,2.3056
RE1,S318,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S318,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S318,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S318,DEMCOMELC,COMELC,2020,2.3829
RE1,S318,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S318,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S319,MINBIO,BIO,2020,12.1929
RE1,S319,MINCOA,COA,2020,30.5799
RE1,S319,IMPLFO,LFO,2020,65.587
RE1,S319,MINSOL,SOL,2020,0.0005
RE1,S319,MINWND,WND,2020,0.1015
RE1,S319,MINHYD,HYD,2020,0.539
RE1,S319,PWRBIO001,ELC001,2020,0.9729
RE1,S319,PWRCOA001,ELC001,2020,6.7606
RE1,S319,PWRCSP002,ELC001,2020,0.0005
RE1,S319,PWRHYD001,ELC001,2020,0.518
RE1,S319,PWRHYD002,ELC001,2020,0.0211
RE1,S319,PWRWND001,ELC001,2020,0.1015
RE1,S319,PWRTRNIMP,ELC001,2020,0.955
RE1,S319,PWRTRN,ELC002,2020,8.7341
RE1,S319,PWRDIST,ELC003,2020,8.7341
RE1,S319,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S319,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S319,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S319,DEMINDELC,INDELC,2020,4.3
RE1,S319,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S319,DEMRESELC,RESELC,2020,2.1466
RE1,S319,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S319,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S319,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S319,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S319,DEMCOMELC,COMELC,2020,2.2186
RE1,S319,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S319,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S320,MINBIO,BIO,2020,12.1929
RE1,S320,MINCOA,COA,2020,30.5799
RE1,S320,IMPLFO,LFO,2020,65.587
RE1,S320,MINSOL,SOL,2020,0.0005
RE1,S320,MINWND,WND,2020,0.1015
RE1,S320,MINHYD,HYD,2020,0.539
RE1,S320,PWRBIO001,ELC001,2020,0.9729
RE1,S320,PWRCOA001,ELC001,2020,6.7606
RE1,S320,PWRCSP002,ELC001,2020,0.0005
RE1,S320,PWRHYD001,ELC001,2020,0.518
RE1,S320,PWRHYD002,ELC001,2020,0.0211
RE1,S320,PWRWND001,ELC001,2020,0.1015
RE1,S320,PWRTRNIMP,ELC001,2020,0.955
RE1,S320,PWRTRN,ELC002,2020,8.7341
RE1,S320,PWRDIST,ELC003,2020,8.7341
RE1,S320,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S320,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S320,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S320,DEMINDELC,INDELC,2020,4.3
RE1,S320,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S320,DEMRESELC,RESELC,2020,2.1466
RE1,S320,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S320,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S320,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S320,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S320,DEMCOMELC,COMELC,2020,2.2186
RE1,S320,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S320,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S321,MINBIO,BIO,2020,12.1929
RE1,S321,MINCOA,COA,2020,30.5799
RE1,S321,IMPLFO,LFO,2020,65.587
RE1,S321,MINWND,WND,2020,0.1015
RE1,S321,MINHYD,HYD,2020,0.539
RE1,S321,PWRBIO001,ELC001,2020,0.9729
RE1,S321,PWRCOA001,ELC001,2020,6.7606
RE1,S321,PWRHYD001,ELC001,2020,0.518
RE1,S321,PWRHYD002,ELC001,2020,0.0211
RE1,S321,PWRWND001,ELC001,2020,0.1015
RE1,S321,PWRTRNIMP,ELC001,2020,0.9554
RE1,S321,PWRTRN,ELC002,2020,8.7341
RE1,S321,PWRDIST,ELC003,2020,8.7341
RE1,S321,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S321,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S321,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S321,DEMINDELC,INDELC,2020,4.3
RE1,S321,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S321,DEMRESELC,RESELC,2020,2.1466
RE1,S321,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S321,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S321,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S321,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S321,DEMCOMELC,COMELC,2020,2.2186
RE1,S321,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S321,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S322,MINBIO,BIO,2020,12.1929
RE1,S322,MINCOA,COA,2020,30.5799
RE1,S322,IMPLFO,LFO,2020,65.587
RE1,S322,MINWND,WND,2020,0.1015
RE1,S322,MINHYD,HYD,2020,0.539
RE1,S322,PWRBIO001,ELC001,2020,0.9729
RE1,S322,PWRCOA001,ELC001,2020,6.7606
RE1,S322,PWRHYD001,ELC001,2020,0.518
RE1,S322,PWRHYD002,ELC001,2020,0.0211
RE1,S322,PWRWND001,ELC001,2020,0.1015
RE1,S322,PWRTRNIMP,ELC001,2020,0.9554
RE1,S322,PWRTRN,ELC002,2020,8.7341
RE1,S322,PWRDIST,ELC003,2020,8.7341
RE1,S322,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S322,DEMTRACARGSL,TRACAR,2020,6.3687
RE1,S322,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S322,DEMINDELC,INDELC,2020,4.3
RE1,S322,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S322,DEMRESELC,RESELC,2020,2.1466
RE1,S322,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S322,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S322,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S322,DEMCOMELC,COMELC,2020,2.2186
RE1,S322,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S322,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S323,MINBIO,BIO,2020,12.1929
RE1,S323,MINCOA,COA,2020,30.5799
RE1,S323,IMPLFO,LFO,2020,65.587
RE1,S323,MINWND,WND,2020,0.1015
RE1,S323,MINHYD,HYD,2020,0.539
RE1,S323,PWRBIO001,ELC001,2020,0.9729
RE1,S323,PWRCOA001,ELC001,2020,6.7606
RE1,S323,PWRHYD001,ELC001,2020,0.518
RE1,S323,PWRHYD002,ELC001,2020,0.0211
RE1,S323,PWRWND001,ELC001,2020,0.1015
RE1,S323,PWRTRNIMP,ELC001,2020,0.9554
RE1,S323,PWRTRN,ELC002,2020,8.7341
RE1,S323,PWRDIST,ELC003,2020,8.7341
RE1,S323,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S323,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S323,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S323,DEMINDELC,INDELC,2020,4.3
RE1,S323,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S323,DEMRESELC,RESELC,2020,2.1466
RE1,S323,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S323,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S323,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S323,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S323,DEMCOMELC,COMELC,2020,2.2186
RE1,S323,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S323,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S324,MINBIO,BIO,2020,12.1929
RE1,S324,MINCOA,COA,2020,30.5799
RE1,S324,IMPLFO,LFO,2020,65.587
RE1,S324,MINWND,WND,2020,0.1015
RE1,S324,MINHYD,HYD,2020,0.539
RE1,S324,PWRBIO001,ELC001,2020,0.9729
RE1,S324,PWRCOA001,ELC001,2020,6.7606
RE1,S324,PWRHYD001,ELC001,2020,0.518
RE1,S324,PWRHYD002,ELC001,2020,0.0211
RE1,S324,PWRWND001,ELC001,2020,0.1015
RE1,S324,PWRTRNIMP,ELC001,2020,0.9554
RE1,S324,PWRTRN,ELC002,2020,8.7341
RE1,S324,PWRDIST,ELC003,2020,8.7341
RE1,S324,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S324,DEMTRACARGSL,TRACAR,2020,6.3687
RE1,S324,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S324,DEMINDELC,INDELC,2020,4.3
RE1,S324,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S324,DEMRESELC,RESELC,2020,2.1466
RE1,S324,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S324,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S324,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S324,DEMCOMELC,COMELC,2020,2.2186
RE1,S324,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S324,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S401,MINBIO,BIO,2020,12.1929
RE1,S401,MINCOA,COA,2020,30.5799
RE1,S401,IMPLFO,LFO,2020,65.587
RE1,S401,MINWND,WND,2020,0.0579
RE1,S401,MINHYD,HYD,2020,0.4093
RE1,S401,PWRBIO001,ELC001,2020,0.9729
RE1,S401,PWRCOA001,ELC001,2020,6.7606
RE1,S401,PWRHYD001,ELC001,2020,0.3933
RE1,S401,PWRHYD002,ELC001,2020,0.016
RE1,S401,PWRWND001,ELC001,2020,0.0579
RE1,S401,PWRTRNIMP,ELC001,2020,0.65
RE1,S401,PWRTRN,ELC002,2020,8.2837
RE1,S401,PWRDIST,ELC003,2020,8.2837
RE1,S401,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S401,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S401,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S401,DEMINDELC,INDELC,2020,4.0765
RE1,S401,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S401,DEMRESELC,RESELC,2020,2.035
RE1,S401,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S401,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S401,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S401,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S401,DEMCOMELC,COMELC,2020,2.1033
RE1,S401,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S401,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S402,MINBIO,BIO,2020,12.1929
RE1,S402,MINCOA,COA,2020,30.5799
RE1,S402,IMPLFO,LFO,2020,65.587
RE1,S402,MINWND,WND,2020,0.0579
RE1,S402,MINHYD,HYD,2020,0.4093
RE1,S402,PWRBIO001,ELC001,2020,0.9729
RE1,S402,PWRCOA001,ELC001,2020,6.7606
RE1,S402,PWRHYD001,ELC001,2020,0.3933
RE1,S402,PWRHYD002,ELC001,2020,0.016
RE1,S402,PWRWND001,ELC001,2020,0.0579
RE1,S402,PWRTRNIMP,ELC001,2020,0.65
RE1,S402,PWRTRN,ELC002,2020,8.2837
RE1,S402,PWRDIST,ELC003,2020,8.2837
RE1,S402,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S402,DEMTRACARGSL,TRACAR,2020,6.3687
RE1,S402,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S402,DEMINDELC,INDELC,2020,4.0765
RE1,S402,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S402,DEMRESELC,RESELC,2020,2.035
RE1,S402,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S402,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S402,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S402,DEMCOMELC,COMELC,2020,2.1033
RE1,S402,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S402,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S403,MINBIO,BIO,2020,12.1929
RE1,S403,MINCOA,COA,2020,30.5799
RE1,S403,IMPLFO,LFO,2020,65.587
RE1,S403,MINWND,WND,2020,0.0579
RE1,S403,MINHYD,HYD,2020,0.4093
RE1,S403,PWRBIO001,ELC001,2020,0.9729
RE1,S403,PWRCOA001,ELC001,2020,6.7606
RE1,S403,PWRHYD001,ELC001,2020,0.3933
RE1,S403,PWRHYD002,ELC001,2020,0.016
RE1,S403,PWRWND001,ELC001,2020,0.0579
RE1,S403,PWRTRNIMP,ELC001,2020,0.65
RE1,S403,PWRTRN,ELC002,2020,8.2837
RE1,S403,PWRDIST,ELC003,2020,8.2837
RE1,S403,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S403,DEMTRACARGSL,TRACAR,2020,6.3687
RE1,S403,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S403,DEMINDELC,INDELC,2020,4.0765
RE1,S403,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S403,DEMRESELC,RESELC,2020,2.035
RE1,S403,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S403,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S403,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S403,DEMCOMELC,COMELC,2020,2.1033
RE1,S403,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S403,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S404,MINBIO,BIO,2020,12.1929
RE1,S404,MINCOA,COA,2020,30.5799
RE1,S404,IMPLFO,LFO,2020,65.587
RE1,S404,MINWND,WND,2020,0.0579
RE1,S404,MINHYD,HYD,2020,0.4093
RE1,S404,PWRBIO001,ELC001,2020,0.9729
RE1,S404,PWRCOA001,ELC001,2020,6.7606
RE1,S404,PWRHYD001,ELC001,2020,0.3933
RE1,S404,PWRHYD002,ELC001,2020,0.016
RE1,S404,PWRWND001,ELC001,2020,0.0579
RE1,S404,PWRTRNIMP,ELC001,2020,0.65
RE1,S404,PWRTRN,ELC002,2020,8.2837
RE1,S404,PWRDIST,ELC003,2020,8.2837
RE1,S404,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S404,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S404,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S404,DEMINDELC,INDELC,2020,4.0765
RE1,S404,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S404,DEMRESELC,RESELC,2020,2.035
RE1,S404,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S404,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S404,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S404,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S404,DEMCOMELC,COMELC,2020,2.1033
RE1,S404,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S404,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S405,MINBIO,BIO,2020,12.1929
RE1,S405,MINCOA,COA,2020,30.5799
RE1,S405,IMPLFO,LFO,2020,65.587
RE1,S405,MINWND,WND,2020,0.0579
RE1,S405,MINHYD,HYD,2020,0.4093
RE1,S405,PWRBIO001,ELC001,2020,0.9729
RE1,S405,PWRCOA001,ELC001,2020,6.7606
RE1,S405,PWRHYD001,ELC001,2020,0.3933
RE1,S405,PWRHYD002,ELC001,2020,0.016
RE1,S405,PWRWND001,ELC001,2020,0.0579
RE1,S405,PWRTRNIMP,ELC001,2020,0.65
RE1,S405,PWRTRN,ELC002,2020,8.2837
RE1,S405,PWRDIST,ELC003,2020,8.2837
RE1,S405,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S405,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S405,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S405,DEMINDELC,INDELC,2020,4.0765
RE1,S405,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S405,DEMRESELC,RESELC,2020,2.035
RE1,S405,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S405,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S405,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S405,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S405,DEMCOMELC,COMELC,2020,2.1033
RE1,S405,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S405,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S406,MINBIO,BIO,2020,12.1929
RE1,S406,MINCOA,COA,2020,30.5799
RE1,S406,IMPLFO,LFO,2020,65.587
RE1,S406,MINWND,WND,2020,0.0579
RE1,S406,MINHYD,HYD,2020,0.4093
RE1,S406,PWRBIO001,ELC001,2020,0.9729
RE1,S406,PWRCOA001,ELC001,2020,6.7606
RE1,S406,PWRHYD001,ELC001,2020,0.3933
RE1,S406,PWRHYD002,ELC001,2020,0.016
RE1,S406,PWRWND001,ELC001,2020,0.0579
RE1,S406,PWRTRNIMP,ELC001,2020,0.65
RE1,S406,PWRTRN,ELC002,2020,8.2837
RE1,S406,PWRDIST,ELC003,2020,8.2837
RE1,S406,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S406,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S406,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S406,DEMINDELC,INDELC,2020,4.0765
RE1,S406,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S406,DEMRESELC,RESELC,2020,2.035
RE1,S406,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S406,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S406,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S406,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S406,DEMCOMELC,COMELC,2020,2.1033
RE1,S406,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S406,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S407,MINBIO,BIO,2020,12.1929
RE1,S407,MINCOA,COA,2020,30.5799
RE1,S407,IMPLFO,LFO,2020,65.587
RE1,S407,MINSOL,SOL,2020,0.3585
RE1,S407,MINWND,WND,2020,0.0546
RE1,S407,MINHYD,HYD,2020,0.4093
RE1,S407,PWRBIO001,ELC001,2020,0.9729
RE1,S407,PWRCOA001,ELC001,2020,6.7606
RE1,S407,PWRSOL001,ELC001,2020,0.358
RE1,S407,PWRCSP002,ELC001,2020,0.0005
RE1,S407,PWRHYD001,ELC001,2020,0.3933
RE1,S407,PWRHYD002,ELC001,2020,0.016
RE1,S407,PWRWND001,ELC001,2020,0.0546
RE1,S407,PWRTRNIMP,ELC001,2020,0.8718
RE1,S407,PWRTRN,ELC002,2020,8.8266
RE1,S407,PWRDIST,ELC003,2020,8.8266
RE1,S407,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S407,DEMTRACARGSL,TRACAR,2020,6.3687
RE1,S407,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S407,DEMINDELC,INDELC,2020,4.3459
RE1,S407,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S407,DEMRESELC,RESELC,2020,2.1695
RE1,S407,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S407,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S407,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S407,DEMCOMELC,COMELC,2020,2.2423
RE1,S407,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S407,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S408,MINBIO,BIO,2020,12.1929
RE1,S408,MINCOA,COA,2020,30.5799
RE1,S408,IMPLFO,LFO,2020,65.587
RE1,S408,MINSOL,SOL,2020,0.3585
RE1,S408,MINWND,WND,2020,0.0546
RE1,S408,MINHYD,HYD,2020,0.4093
RE1,S408,PWRBIO001,ELC001,2020,0.9729
RE1,S408,PWRCOA001,ELC001,2020,6.7606
RE1,S408,PWRSOL001,ELC001,2020,0.358
RE1,S408,PWRCSP002,ELC001,2020,0.0005
RE1,S408,PWRHYD001,ELC001,2020,0.3933
RE1,S408,PWRHYD002,ELC001,2020,0.016
RE1,S408,PWRWND001,ELC001,2020,0.0546
RE1,S408,PWRTRNIMP,ELC001,2020,0.8718
RE1,S408,PWRTRN,ELC002,2020,8.8266
RE1,S408,PWRDIST,ELC003,2020,8.8266
RE1,S408,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S408,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S408,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S408,DEMINDELC,INDELC,2020,4.3459
RE1,S408,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S408,DEMRESELC,RESELC,2020,2.1695
RE1,S408,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S408,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S408,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S408,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S408,DEMCOMELC,COMELC,2020,2.2423
RE1,S408,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S408,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S409,MINBIO,BIO,2020,12.1929
RE1,S409,MINCOA,COA,2020,30.5799
RE1,S409,IMPLFO,LFO,2020,65.587
RE1,S409,MINSOL,SOL,2020,0.3585
RE1,S409,MINWND,WND,2020,0.0546
RE1,S409,MINHYD,HYD,2020,0.4093
RE1,S409,PWRBIO001,ELC001,2020,0.9729
RE1,S409,PWRCOA001,ELC001,2020,6.7606
RE1,S409,PWRSOL001,ELC001,2020,0.358
RE1,S409,PWRCSP002,ELC001,2020,0.0005
RE1,S409,PWRHYD001,ELC001,2020,0.3933
RE1,S409,PWRHYD002,ELC001,2020,0.016
RE1,S409,PWRWND001,ELC001,2020,0.0546
RE1,S409,PWRTRNIMP,ELC001,2020,0.8718
RE1,S409,PWRTRN,ELC002,2020,8.8266
RE1,S409,PWRDIST,ELC003,2020,8.8266
RE1,S409,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S409,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S409,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S409,DEMINDELC,INDELC,2020,4.3459
RE1,S409,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S409,DEMRESELC,RESELC,2020,2.1695
RE1,S409,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S409,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S409,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S409,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S409,DEMCOMELC,COMELC,2020,2.2423
RE1,S409,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S409,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S410,MINBIO,BIO,2020,12.1929
RE1,S410,MINCOA,COA,2020,30.5799
RE1,S410,IMPLFO,LFO,2020,65.587
RE1,S410,MINSOL,SOL,2020,0.3585
RE1,S410,MINWND,WND,2020,0.0546
RE1,S410,MINHYD,HYD,2020,0.4093
RE1,S410,PWRBIO001,ELC001,2020,0.9729
RE1,S410,PWRCOA001,ELC001,2020,6.7606
RE1,S410,PWRSOL001,ELC001,2020,0.358
RE1,S410,PWRCSP002,ELC001,2020,0.0005
RE1,S410,PWRHYD001,ELC001,2020,0.3933
RE1,S410,PWRHYD002,ELC001,2020,0.016
RE1,S410,PWRWND001,ELC001,2020,0.0546
RE1,S410,PWRTRNIMP,ELC001,2020,0.8718
RE1,S410,PWRTRN,ELC002,2020,8.8266
RE1,S410,PWRDIST,ELC003,2020,8.8266
RE1,S410,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S410,DEMTRACARGSL,TRACAR,2020,6.3687
RE1,S410,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S410,DEMINDELC,INDELC,2020,4.3459
