r,l,t,f,y,ProductionByTechnology
RE1,S409,MINCOA,COA,2020,30.5799
RE1,S409,IMPLFO,LFO,2020,65.587
RE1,S409,MINSOL,SOL,2020,0.3585
RE1,S409,MINWND,WND,2020,0.0546
RE1,S409,MINHYD,HYD,2020,0.4093
RE1,S409,PWRBIO001,ELC001,2020,0.9729
RE1,S409,PWRCOA001,ELC001,2020,6.7606
RE1,S409,PWRSOL001,ELC001,2020,0.358
RE1,S409,PWRCSP002,ELC001,2020,0.0005
RE1,S409,PWRHYD001,ELC001,2020,0.3933
RE1,S409,PWRHYD002,ELC001,2020,0.016
RE1,S409,PWRWND001,ELC001,2020,0.0546
RE1,S409,PWRTRNIMP,ELC001,2020,0.8718
RE1,S409,PWRTRN,ELC002,2020,8.8266
RE1,S409,PWRDIST,ELC003,2020,8.8266
RE1,S409,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S409,DEMTRACARGSL,TRACAR,2020,6.3687
RE1,S409,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S409,DEMINDELC,INDELC,2020,4.3459
RE1,S409,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S409,DEMRESELC,RESELC,2020,2.1695
RE1,S409,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S409,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S409,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S409,DEMCOMELC,COMELC,2020,2.2423
RE1,S409,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S409,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S410,MINBIO,BIO,2020,12.1929
RE1,S410,MINCOA,COA,2020,30.5799
RE1,S410,IMPLFO,LFO,2020,65.587
RE1,S410,MINSOL,SOL,2020,0.3585
RE1,S410,MINWND,WND,2020,0.0546
RE1,S410,MINHYD,HYD,2020,0.4093
RE1,S410,PWRBIO001,ELC001,2020,0.9729
RE1,S410,PWRCOA001,ELC001,2020,6.7606
RE1,S410,PWRSOL001,ELC001,2020,0.358
RE1,S410,PWRCSP002,ELC001,2020,0.0005
RE1,S410,PWRHYD001,ELC001,2020,0.3933
RE1,S410,PWRHYD002,ELC001,2020,0.016
RE1,S410,PWRWND001,ELC001,2020,0.0546
RE1,S410,PWRTRNIMP,ELC001,2020,0.8718
RE1,S410,PWRTRN,ELC002,2020,8.8266
RE1,S410,PWRDIST,ELC003,2020,8.8266
RE1,S410,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S410,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S410,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S410,DEMINDELC,INDELC,2020,4.3459
RE1,S410,DEMINDHEBIO,INDHEL,2020,0.9691
RE1,S410,DEMRESELC,RESELC,2020,2.1695
RE1,S410,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S410,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S410,DEMRESCKNBIO,RESCKN,2020,2.0362
RE1,S410,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S410,DEMCOMELC,COMELC,2020,2.2423
RE1,S410,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S410,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S411,MINBIO,BIO,2020,12.1929
RE1,S411,MINCOA,COA,2020,30.5799
RE1,S411,IMPLFO,LFO,2020,65.587
RE1,S411,MINSOL,SOL,2020,0.3585
RE1,S411,MINWND,WND,2020,0.0546
RE1,S411,MINHYD,HYD,2020,0.4093
RE1,S411,PWRBIO001,ELC001,2020,0.9729
RE1,S411,PWRCOA001,ELC001,2020,6.7606
RE1,S411,PWRSOL001,ELC001,2020,0.358
RE1,S411,PWRCSP002,ELC001,2020,0.0005
RE1,S411,PWRHYD001,ELC001,2020,0.3933
RE1,S411,PWRHYD002,ELC001,2020,0.016
RE1,S411,PWRWND001,ELC001,2020,0.0546
RE1,S411,PWRTRNIMP,ELC001,2020,0.8718
RE1,S411,PWRTRN,ELC002,2020,8.8266
RE1,S411,PWRDIST,ELC003,2020,8.8266
RE1,S411,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S411,DEMTRACARGSL,TRACAR,2020,6.3687
RE1,S411,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S411,DEMINDELC,INDELC,2020,4.3459
RE1,S411,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S411,DEMRESELC,RESELC,2020,2.1695
RE1,S411,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S411,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S411,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S411,DEMCOMELC,COMELC,2020,2.2423
RE1,S411,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S411,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S412,MINBIO,BIO,2020,12.1929
RE1,S412,MINCOA,COA,2020,30.5799
RE1,S412,IMPLFO,LFO,2020,65.587
RE1,S412,MINSOL,SOL,2020,0.3585
RE1,S412,MINWND,WND,2020,0.0546
RE1,S412,MINHYD,HYD,2020,0.4093
RE1,S412,PWRBIO001,ELC001,2020,0.9729
RE1,S412,PWRCOA001,ELC001,2020,6.7606
RE1,S412,PWRSOL001,ELC001,2020,0.358
RE1,S412,PWRCSP002,ELC001,2020,0.0005
RE1,S412,PWRHYD001,ELC001,2020,0.3933
RE1,S412,PWRHYD002,ELC001,2020,0.016
RE1,S412,PWRWND001,ELC001,2020,0.0546
RE1,S412,PWRTRNIMP,ELC001,2020,0.8718
RE1,S412,PWRTRN,ELC002,2020,8.8266
RE1,S412,PWRDIST,ELC003,2020,8.8266
RE1,S412,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S412,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S412,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S412,DEMINDELC,INDELC,2020,4.3459
RE1,S412,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S412,DEMRESELC,RESELC,2020,2.1695
RE1,S412,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S412,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S412,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S412,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S412,DEMCOMELC,COMELC,2020,2.2423
RE1,S412,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S412,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S413,MINBIO,BIO,2020,12.1929
RE1,S413,MINCOA,COA,2020,30.5799
RE1,S413,IMPLFO,LFO,2020,65.587
RE1,S413,MINSOL,SOL,2020,0.3585
RE1,S413,MINWND,WND,2020,0.0546
RE1,S413,MINHYD,HYD,2020,0.4093
RE1,S413,PWRBIO001,ELC001,2020,0.9729
RE1,S413,PWRCOA001,ELC001,2020,6.7606
RE1,S413,PWRSOL001,ELC001,2020,0.358
RE1,S413,PWRCSP002,ELC001,2020,0.0005
RE1,S413,PWRHYD001,ELC001,2020,0.3933
RE1,S413,PWRHYD002,ELC001,2020,0.016
RE1,S413,PWRWND001,ELC001,2020,0.0546
RE1,S413,PWRTRNIMP,ELC001,2020,0.8718
RE1,S413,PWRTRN,ELC002,2020,8.8266
RE1,S413,PWRDIST,ELC003,2020,8.8266
RE1,S413,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S413,DEMTRACARGSL,TRACAR,2020,6.3687
RE1,S413,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S413,DEMINDELC,INDELC,2020,4.3459
RE1,S413,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S413,DEMRESELC,RESELC,2020,2.1695
RE1,S413,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S413,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S413,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S413,DEMCOMELC,COMELC,2020,2.2423
RE1,S413,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S413,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S414,MINBIO,BIO,2020,12.1929
RE1,S414,MINCOA,COA,2020,30.5799
RE1,S414,IMPLFO,LFO,2020,65.587
RE1,S414,MINSOL,SOL,2020,0.3585
RE1,S414,MINWND,WND,2020,0.0546
RE1,S414,MINHYD,HYD,2020,0.4093
RE1,S414,PWRBIO001,ELC001,2020,0.9729
RE1,S414,PWRCOA001,ELC001,2020,6.7606
RE1,S414,PWRSOL001,ELC001,2020,0.358
RE1,S414,PWRCSP002,ELC001,2020,0.0005
RE1,S414,PWRHYD001,ELC001,2020,0.3933
RE1,S414,PWRHYD002,ELC001,2020,0.016
RE1,S414,PWRWND001,ELC001,2020,0.0546
RE1,S414,PWRTRNIMP,ELC001,2020,0.8718
RE1,S414,PWRTRN,ELC002,2020,8.8266
RE1,S414,PWRDIST,ELC003,2020,8.8266
RE1,S414,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S414,DEMTRACARGSL,TRACAR,2020,6.3687
RE1,S414,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S414,DEMINDELC,INDELC,2020,4.3459
RE1,S414,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S414,DEMRESELC,RESELC,2020,2.1695
RE1,S414,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S414,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S414,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S414,DEMCOMELC,COMELC,2020,2.2423
RE1,S414,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S414,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S415,MINBIO,BIO,2020,12.1929
RE1,S415,MINCOA,COA,2020,30.5799
RE1,S415,IMPLFO,LFO,2020,65.587
RE1,S415,MINSOL,SOL,2020,0.3585
RE1,S415,MINWND,WND,2020,0.0546
RE1,S415,MINHYD,HYD,2020,0.4093
RE1,S415,PWRBIO001,ELC001,2020,0.9729
RE1,S415,PWRCOA001,ELC001,2020,6.7606
RE1,S415,PWRSOL001,ELC001,2020,0.358
RE1,S415,PWRCSP002,ELC001,2020,0.0005
RE1,S415,PWRHYD001,ELC001,2020,0.3933
RE1,S415,PWRHYD002,ELC001,2020,0.016
RE1,S415,PWRWND001,ELC001,2020,0.0546
RE1,S415,PWRTRNIMP,ELC001,2020,0.8718
RE1,S415,PWRTRN,ELC002,2020,8.8266
RE1,S415,PWRDIST,ELC003,2020,8.8266
RE1,S415,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S415,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S415,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S415,DEMINDELC,INDELC,2020,4.3459
RE1,S415,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S415,DEMRESELC,RESELC,2020,2.1695
RE1,S415,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S415,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S415,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S415,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S415,DEMCOMELC,COMELC,2020,2.2423
RE1,S415,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S415,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S416,MINBIO,BIO,2020,12.1929
RE1,S416,MINCOA,COA,2020,30.5799
RE1,S416,IMPLFO,LFO,2020,65.587
RE1,S416,MINSOL,SOL,2020,0.3585
RE1,S416,MINWND,WND,2020,0.0546
RE1,S416,MINHYD,HYD,2020,0.4093
RE1,S416,PWRBIO001,ELC001,2020,0.9729
RE1,S416,PWRCOA001,ELC001,2020,6.7606
RE1,S416,PWRSOL001,ELC001,2020,0.358
RE1,S416,PWRCSP002,ELC001,2020,0.0005
RE1,S416,PWRHYD001,ELC001,2020,0.3933
RE1,S416,PWRHYD002,ELC001,2020,0.016
RE1,S416,PWRWND001,ELC001,2020,0.0546
RE1,S416,PWRTRNIMP,ELC001,2020,0.8718
RE1,S416,PWRTRN,ELC002,2020,8.8266
RE1,S416,PWRDIST,ELC003,2020,8.8266
RE1,S416,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S416,DEMTRACARGSL,TRACAR,2020,6.3687
RE1,S416,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S416,DEMINDELC,INDELC,2020,4.3459
RE1,S416,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S416,DEMRESELC,RESELC,2020,2.1695
RE1,S416,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S416,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S416,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S416,DEMCOMELC,COMELC,2020,2.2423
RE1,S416,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S416,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S417,MINBIO,BIO,2020,12.1929
RE1,S417,MINCOA,COA,2020,30.5799
RE1,S417,IMPLFO,LFO,2020,65.587
RE1,S417,MINSOL,SOL,2020,0.3585
RE1,S417,MINWND,WND,2020,0.0546
RE1,S417,MINHYD,HYD,2020,0.4093
RE1,S417,PWRBIO001,ELC001,2020,0.9729
RE1,S417,PWRCOA001,ELC001,2020,6.7606
RE1,S417,PWRSOL001,ELC001,2020,0.358
RE1,S417,PWRCSP002,ELC001,2020,0.0005
RE1,S417,PWRHYD001,ELC001,2020,0.3933
RE1,S417,PWRHYD002,ELC001,2020,0.016
RE1,S417,PWRWND001,ELC001,2020,0.0546
RE1,S417,PWRTRNIMP,ELC001,2020,0.8718
RE1,S417,PWRTRN,ELC002,2020,8.8266
RE1,S417,PWRDIST,ELC003,2020,8.8266
RE1,S417,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S417,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S417,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S417,DEMINDELC,INDELC,2020,4.3459
RE1,S417,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S417,DEMRESELC,RESELC,2020,2.1695
RE1,S417,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S417,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S417,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S417,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S417,DEMCOMELC,COMELC,2020,2.2423
RE1,S417,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S417,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S418,MINBIO,BIO,2020,12.1929
RE1,S418,MINCOA,COA,2020,30.5799
RE1,S418,IMPLFO,LFO,2020,65.587
RE1,S418,MINSOL,SOL,2020,0.3585
RE1,S418,MINWND,WND,2020,0.0546
RE1,S418,MINHYD,HYD,2020,0.4093
RE1,S418,PWRBIO001,ELC001,2020,0.9729
RE1,S418,PWRCOA001,ELC001,2020,6.7606
RE1,S418,PWRSOL001,ELC001,2020,0.358
RE1,S418,PWRCSP002,ELC001,2020,0.0005
RE1,S418,PWRHYD001,ELC001,2020,0.3933
RE1,S418,PWRHYD002,ELC001,2020,0.016
RE1,S418,PWRWND001,ELC001,2020,0.0546
RE1,S418,PWRTRNIMP,ELC001,2020,0.8718
RE1,S418,PWRTRN,ELC002,2020,8.8266
RE1,S418,PWRDIST,ELC003,2020,8.8266
RE1,S418,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S418,DEMTRACARGSL,TRACAR,2020,6.3687
RE1,S418,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S418,DEMINDELC,INDELC,2020,4.3459
RE1,S418,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S418,DEMRESELC,RESELC,2020,2.1695
RE1,S418,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S418,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S418,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S418,DEMCOMELC,COMELC,2020,2.2423
RE1,S418,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S418,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S419,MINBIO,BIO,2020,12.1929
RE1,S419,MINCOA,COA,2020,30.5799
RE1,S419,IMPLFO,LFO,2020,65.587
RE1,S419,MINSOL,SOL,2020,0.0005
RE1,S419,MINWND,WND,2020,0.0579
RE1,S419,MINHYD,HYD,2020,0.4093
RE1,S419,PWRBIO001,ELC001,2020,0.9729
RE1,S419,PWRCOA001,ELC001,2020,6.7606
RE1,S419,PWRCSP002,ELC001,2020,0.0005
RE1,S419,PWRHYD001,ELC001,2020,0.3933
RE1,S419,PWRHYD002,ELC001,2020,0.016
RE1,S419,PWRWND001,ELC001,2020,0.0579
RE1,S419,PWRTRNIMP,ELC001,2020,0.6495
RE1,S419,PWRTRN,ELC002,2020,8.2837
RE1,S419,PWRDIST,ELC003,2020,8.2837
RE1,S419,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S419,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S419,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S419,DEMINDELC,INDELC,2020,4.0765
RE1,S419,DEMINDHEBIO,INDHEL,2020,0.9691
RE1,S419,DEMRESELC,RESELC,2020,2.035
RE1,S419,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S419,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S419,DEMRESCKNBIO,RESCKN,2020,2.0362
RE1,S419,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S419,DEMCOMELC,COMELC,2020,2.1033
RE1,S419,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S419,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S420,MINBIO,BIO,2020,12.1929
RE1,S420,MINCOA,COA,2020,30.5799
RE1,S420,IMPLFO,LFO,2020,65.587
RE1,S420,MINSOL,SOL,2020,0.0005
RE1,S420,MINWND,WND,2020,0.0579
RE1,S420,MINHYD,HYD,2020,0.4093
RE1,S420,PWRBIO001,ELC001,2020,0.9729
RE1,S420,PWRCOA001,ELC001,2020,6.7606
RE1,S420,PWRCSP002,ELC001,2020,0.0005
RE1,S420,PWRHYD001,ELC001,2020,0.3933
RE1,S420,PWRHYD002,ELC001,2020,0.016
RE1,S420,PWRWND001,ELC001,2020,0.0579
RE1,S420,PWRTRNIMP,ELC001,2020,0.6495
RE1,S420,PWRTRN,ELC002,2020,8.2837
RE1,S420,PWRDIST,ELC003,2020,8.2837
RE1,S420,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S420,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S420,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S420,DEMINDELC,INDELC,2020,4.0765
RE1,S420,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S420,DEMRESELC,RESELC,2020,2.035
RE1,S420,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S420,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S420,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S420,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S420,DEMCOMELC,COMELC,2020,2.1033
RE1,S420,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S420,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S421,MINBIO,BIO,2020,12.1929
RE1,S421,MINCOA,COA,2020,30.5799
RE1,S421,IMPLFO,LFO,2020,65.587
RE1,S421,MINWND,WND,2020,0.0579
RE1,S421,MINHYD,HYD,2020,0.4093
RE1,S421,PWRBIO001,ELC001,2020,0.9729
RE1,S421,PWRCOA001,ELC001,2020,6.7606
RE1,S421,PWRHYD001,ELC001,2020,0.3933
RE1,S421,PWRHYD002,ELC001,2020,0.016
RE1,S421,PWRWND001,ELC001,2020,0.0579
RE1,S421,PWRTRNIMP,ELC001,2020,0.65
RE1,S421,PWRTRN,ELC002,2020,8.2837
RE1,S421,PWRDIST,ELC003,2020,8.2837
RE1,S421,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S421,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S421,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S421,DEMINDELC,INDELC,2020,4.0765
RE1,S421,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S421,DEMRESELC,RESELC,2020,2.035
RE1,S421,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S421,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S421,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S421,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S421,DEMCOMELC,COMELC,2020,2.1033
RE1,S421,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S421,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S422,MINBIO,BIO,2020,12.1929
RE1,S422,MINCOA,COA,2020,30.5799
RE1,S422,IMPLFO,LFO,2020,65.587
RE1,S422,MINWND,WND,2020,0.0579
RE1,S422,MINHYD,HYD,2020,0.4093
RE1,S422,PWRBIO001,ELC001,2020,0.9729
RE1,S422,PWRCOA001,ELC001,2020,6.7606
RE1,S422,PWRHYD001,ELC001,2020,0.3933
RE1,S422,PWRHYD002,ELC001,2020,0.016
RE1,S422,PWRWND001,ELC001,2020,0.0579
RE1,S422,PWRTRNIMP,ELC001,2020,0.65
RE1,S422,PWRTRN,ELC002,2020,8.2837
RE1,S422,PWRDIST,ELC003,2020,8.2837
RE1,S422,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S422,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S422,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S422,DEMINDELC,INDELC,2020,4.0765
RE1,S422,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S422,DEMRESELC,RESELC,2020,2.035
RE1,S422,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S422,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S422,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S422,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S422,DEMCOMELC,COMELC,2020,2.1033
RE1,S422,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S422,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S423,MINBIO,BIO,2020,12.1929
RE1,S423,MINCOA,COA,2020,30.5799
RE1,S423,IMPLFO,LFO,2020,65.587
RE1,S423,MINWND,WND,2020,0.0579
RE1,S423,MINHYD,HYD,2020,0.4093
RE1,S423,PWRBIO001,ELC001,2020,0.9729
RE1,S423,PWRCOA001,ELC001,2020,6.7606
RE1,S423,PWRHYD001,ELC001,2020,0.3933
RE1,S423,PWRHYD002,ELC001,2020,0.016
RE1,S423,PWRWND001,ELC001,2020,0.0579
RE1,S423,PWRTRNIMP,ELC001,2020,0.65
RE1,S423,PWRTRN,ELC002,2020,8.2837
RE1,S423,PWRDIST,ELC003,2020,8.2837
RE1,S423,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S423,DEMTRACARGSL,TRACAR,2020,6.3687
RE1,S423,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S423,DEMINDELC,INDELC,2020,4.0765
RE1,S423,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S423,DEMRESELC,RESELC,2020,2.035
RE1,S423,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S423,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S423,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S423,DEMCOMELC,COMELC,2020,2.1033
RE1,S423,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S423,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S424,MINBIO,BIO,2020,12.1929
RE1,S424,MINCOA,COA,2020,30.5799
RE1,S424,IMPLFO,LFO,2020,65.587
RE1,S424,MINWND,WND,2020,0.0579
RE1,S424,MINHYD,HYD,2020,0.4093
RE1,S424,PWRBIO001,ELC001,2020,0.9729
RE1,S424,PWRCOA001,ELC001,2020,6.7606
RE1,S424,PWRHYD001,ELC001,2020,0.3933
RE1,S424,PWRHYD002,ELC001,2020,0.016
RE1,S424,PWRWND001,ELC001,2020,0.0579
RE1,S424,PWRTRNIMP,ELC001,2020,0.65
RE1,S424,PWRTRN,ELC002,2020,8.2837
RE1,S424,PWRDIST,ELC003,2020,8.2837
RE1,S424,DEMTRAMCYGSL,TRAMCY,2020,2.7212
RE1,S424,DEMTRACARGSL,TRACAR,2020,5.4902
RE1,S424,DEMTRABUSGSL,TRABUS,2020,5.0343
RE1,S424,DEMINDELC,INDELC,2020,4.0765
RE1,S424,DEMINDHEBIO,INDHEL,2020,4.4439
RE1,S424,DEMRESELC,RESELC,2020,2.035
RE1,S424,DEMRESCKNELC,RESCKN,2020,0.0657
RE1,S424,DEMRESCKNOIL,RESCKN,2020,2.1962
RE1,S424,DEMRESCKNBIO,RESCKN,2020,0.7637
RE1,S424,DEMRESHEBIO,RESHEL,2020,0.9243
RE1,S424,DEMCOMELC,COMELC,2020,2.1033
RE1,S424,DEMCOMHEBIO,COMHEL,2020,0.4466
RE1,S424,DEMINDHECOA,INDHEH,2020,6.5344
RE1,S101,MINBIO,BIO,2030,13.9465
RE1,S101,IMPCOA,COA,2030,43.0412
RE1,S101,IMPLFO,LFO,2030,58.4993
RE1,S101,MINNGS,NGS,2030,1.4832
RE1,S101,MINWND,WND,2030,0.1036
RE1,S101,MINGEO,GEO,2030,0.0151
RE1,S101,MINHYD,HYD,2030,0.0818
RE1,S101,PWRBIO001,ELC001,2030,1.0216
RE1,S101,PWRCOA001,ELC001,2030,10.1255
RE1,S101,PWRGEO,ELC001,2030,0.0015
RE1,S101,PWRNGS001,ELC001,2030,0.8194
RE1,S101,PWRHYD001,ELC001,2030,0.0786
RE1,S101,PWRHYD002,ELC001,2030,0.0032
RE1,S101,PWRWND001,ELC001,2030,0.1036
RE1,S101,PWRTRNIMP,ELC001,2030,2.1281
RE1,S101,PWRTRN,ELC002,2030,13.4793
RE1,S101,PWRDIST,ELC003,2030,13.4793
RE1,S101,DEMTRAEVC,ELCEV,2030,3.5776
RE1,S101,DEMTRAMCYELC,TRAMCY,2030,3.2231
RE1,S101,DEMTRACARGSL,TRACAR,2030,1.164
RE1,S101,DEMTRABUSGSL,TRABUS,2030,13.1698
RE1,S101,INDENEFFDP,INDELC,2030,5.1569
RE1,S101,DEMINDHEBIO,INDHEL,2030,5.0346
RE1,S101,RESENEFFDP,RESELC,2030,2.5743
RE1,S101,DEMRESCKNELC,RESCKN,2030,1.4422
RE1,S101,DEMRESCKNBIO,RESCKN,2030,0.942
RE1,S101,DEMRESHEBIO,RESHEL,2030,1.0941
RE1,S101,COMENEFFDP,COMELC,2030,2.6607
RE1,S101,DEMCOMHEBIO,COMHEL,2030,0.532
RE1,S101,DEMINDHECOA,INDHEH,2030,7.5519
RE1,S102,MINBIO,BIO,2030,13.9465
RE1,S102,IMPCOA,COA,2030,43.0412
RE1,S102,IMPLFO,LFO,2030,58.4993
RE1,S102,MINNGS,NGS,2030,1.4832
RE1,S102,MINWND,WND,2030,0.1036
RE1,S102,MINGEO,GEO,2030,0.0151
RE1,S102,MINHYD,HYD,2030,0.0818
RE1,S102,PWRBIO001,ELC001,2030,1.0216
RE1,S102,PWRCOA001,ELC001,2030,10.1255
RE1,S102,PWRGEO,ELC001,2030,0.0015
RE1,S102,PWRNGS001,ELC001,2030,0.8194
RE1,S102,PWRHYD001,ELC001,2030,0.0786
RE1,S102,PWRHYD002,ELC001,2030,0.0032
RE1,S102,PWRWND001,ELC001,2030,0.1036
RE1,S102,PWRTRNIMP,ELC001,2030,2.1281
