r;t;y;TotalTechnologyAnnualActivity
RE1;DEMCOMHEBIO;2036;55.3222
RE1;DEMCOMHEBIO;2037;55.9825
RE1;DEMCOMHEBIO;2038;56.6429
RE1;DEMCOMHEBIO;2039;57.3033
RE1;DEMCOMHEBIO;2040;57.9637
RE1;DEMCOMHEBIO;2041;58.5837
RE1;DEMCOMHEBIO;2042;59.2037
RE1;DEMCOMHEBIO;2043;59.8237
RE1;DEMCOMHEBIO;2044;60.4437
RE1;DEMCOMHEBIO;2045;61.0637
RE1;DEMCOMHEBIO;2046;61.552
RE1;DEMCOMHEBIO;2047;62.0404
RE1;DEMCOMHEBIO;2048;62.5287
RE1;DEMCOMHEBIO;2049;63.017
RE1;DEMCOMHEBIO;2050;63.5053
RE1;DEMCOMHEBIO;2051;64.0052
RE1;DEMCOMHEBIO;2052;64.5091
RE1;DEMCOMHEBIO;2053;65.0169
RE1;DEMCOMHEBIO;2054;65.5287
RE1;DEMCOMHEBIO;2055;66.0445
RE1;DEMCOMHEBIO;2056;66.5644
RE1;DEMCOMHEBIO;2057;67.0884
RE1;DEMCOMHEBIO;2058;67.6165
RE1;DEMCOMHEBIO;2059;68.1488
RE1;DEMCOMHEBIO;2060;68.6853
RE1;DEMCOMHEBIO;2061;69.226
RE1;DEMCOMHEBIO;2062;69.7709
RE1;DEMCOMHEBIO;2063;70.3201
RE1;DEMCOMHEBIO;2064;70.8737
RE1;DEMCOMHEBIO;2065;71.4316
RE1;DEMCOMHEBIO;2066;71.9939
RE1;DEMCOMHEBIO;2067;72.5606
RE1;DEMCOMHEBIO;2068;73.1318
RE1;DEMCOMHEBIO;2069;73.7075
RE1;DEMCOMHEBIO;2070;74.2877
RE1;DEMINDHECOA;2015;639.928
RE1;DEMINDHECOA;2016;573.8878
RE1;DEMINDHECOA;2017;583.8262
RE1;DEMINDHECOA;2018;600.3722
RE1;DEMINDHECOA;2019;613.848
RE1;DEMINDHECOA;2020;627.3034
RE1;DEMINDHECOA;2021;636.6397
RE1;DEMINDHECOA;2022;645.9621
RE1;DEMINDHECOA;2023;655.2714
RE1;DEMINDHECOA;2024;664.5683
RE1;DEMINDHECOA;2025;673.8536
RE1;DEMINDHECOA;2026;684.1048
RE1;DEMINDHECOA;2027;694.343
RE1;DEMINDHECOA;2028;704.5689
RE1;DEMINDHECOA;2029;714.7833
RE1;DEMINDHECOA;2030;724.9866
RE1;DEMINDHECOA;2031;734.1859
RE1;DEMINDHECOA;2032;743.3675
RE1;DEMINDHECOA;2033;752.5323
RE1;DEMINDHECOA;2034;761.6812
RE1;DEMINDHECOA;2035;770.815
RE1;DEMINDHECOA;2036;778.834
RE1;DEMINDHECOA;2037;786.8445
RE1;DEMINDHECOA;2038;794.8467
RE1;DEMINDHECOA;2039;802.841
RE1;DEMINDHECOA;2040;810.8277
RE1;DEMINDHECOA;2041;819.1493
RE1;DEMINDHECOA;2042;827.4653
RE1;DEMINDHECOA;2043;835.7759
RE1;DEMINDHECOA;2044;844.0812
RE1;DEMINDHECOA;2045;852.3815
RE1;DEMINDHECOA;2046;858.7627
RE1;DEMINDHECOA;2047;865.1418
RE1;DEMINDHECOA;2048;871.5186
RE1;DEMINDHECOA;2049;877.8932
RE1;DEMINDHECOA;2050;884.2658
RE1;DEMINDHECOA;2051;890.7889
RE1;DEMINDHECOA;2052;897.3615
RE1;DEMINDHECOA;2053;903.9841
RE1;DEMINDHECOA;2054;910.6572
RE1;DEMINDHECOA;2055;917.3809
RE1;DEMINDHECOA;2056;924.1559
RE1;DEMINDHECOA;2057;930.9824
RE1;DEMINDHECOA;2058;937.8608
RE1;DEMINDHECOA;2059;944.7916
RE1;DEMINDHECOA;2060;951.7751
RE1;DEMINDHECOA;2061;958.8119
RE1;DEMINDHECOA;2062;965.9022
RE1;DEMINDHECOA;2063;973.0464
RE1;DEMINDHECOA;2064;980.2452
RE1;DEMINDHECOA;2065;987.4987
RE1;DEMINDHECOA;2066;994.8075
RE1;DEMINDHECOA;2067;1002.1719
RE1;DEMINDHECOA;2068;1009.5925
RE1;DEMINDHECOA;2069;1017.0697
RE1;DEMINDHECOA;2070;1024.6038
